Path,Name,Expression,Age
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.17 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.24 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Brooke_Shields_0002.jpg,Unknown,Not Smiling,57
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.49 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.20 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Karin_Pilsaeter_0001.jpg,Unknown,Not Smiling,62
/home/abdullah/Desktop/zip/MLProject/dataset/Narayan_Singh_Pun_0001.jpg,Unknown,Not Smiling,58
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.13 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.40 PM (2).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.46 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Ali_Naimi_0002.jpg,Unknown,Not Smiling,87
/home/abdullah/Desktop/zip/MLProject/dataset/Martin_Bandier_0001.jpg,Unknown,Not Smiling,81
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.18 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.45 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.39 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Bulent_Ecevit_0006.jpg,Unknown,Not Smiling,81
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.17 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.19 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.19 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.16 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Billy_Edelin_0001.jpg,Unknown,Not Smiling,39
/home/abdullah/Desktop/zip/MLProject/dataset/Bulent_Ecevit_0003.jpg,Unknown,Smiling,81
/home/abdullah/Desktop/zip/MLProject/dataset/Francois_Pienaar_0001.jpg,Unknown,Not Smiling,56
/home/abdullah/Desktop/zip/MLProject/dataset/Loretta_Lynn_Harper_0001.jpg,Unknown,Not Smiling,90
/home/abdullah/Desktop/zip/MLProject/dataset/Jack_Smith_0001.jpg,Unknown,Smiling,57
/home/abdullah/Desktop/zip/MLProject/dataset/Douglas_Gansler_0001.jpg,Unknown,Not Smiling,60
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.42 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Malak_Habbak_0001.jpg,Unknown,Not Smiling,35
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.22 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Charles_Holzner_0001.jpg,Unknown,Not Smiling,53
/home/abdullah/Desktop/zip/MLProject/dataset/Hal_McCoy_0001.jpg,Unknown,Not Smiling,82
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.38 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Lorne_Michaels_0001.jpg,Unknown,Not Smiling,78
/home/abdullah/Desktop/zip/MLProject/dataset/Juanes_0001.jpg,Unknown,Not Smiling,50
/home/abdullah/Desktop/zip/MLProject/dataset/Jason_Statham_0001.jpg,Unknown,Not Smiling,55
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.50 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.21 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.21 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.13 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.51 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Brian_StPierre_0001.jpg,Unknown,Not Smiling,43
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.17 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Liliana_Cavani_0001.jpg,Unknown,Not Smiling,90
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.19 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.36 PM.jpeg,Me,Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.18 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.47 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.43 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.20 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Alanis_Morissette_0001.jpg,Unknown,Not Smiling,48
/home/abdullah/Desktop/zip/MLProject/dataset/Patrick_Kron_0001.jpg,Unknown,Not Smiling,69
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.20 PM (1).jpeg,Me,Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.44 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.19 PM (2).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.19 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.23 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.41 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.21 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.46 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.40 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.14 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.38 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.16 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Pablo_Khulental_0001.jpg,Unknown,Not Smiling,43
/home/abdullah/Desktop/zip/MLProject/dataset/Ali_Naimi_0001.jpg,Unknown,Not Smiling,87
/home/abdullah/Desktop/zip/MLProject/dataset/Hitomi_Soga_0004.jpg,Unknown,Not Smiling,63
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.24 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.42 PM (2).jpeg,Me,Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Lucie_Lapovsky_0001.jpg,Unknown,Smiling,32
/home/abdullah/Desktop/zip/MLProject/dataset/Hitomi_Soga_0005.jpg,Unknown,Not Smiling,63
/home/abdullah/Desktop/zip/MLProject/dataset/Clemente_de_la_Vega_0001.jpg,Unknown,Not Smiling,82
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.49 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Ali_Naimi_0003.jpg,Unknown,Not Smiling,87
/home/abdullah/Desktop/zip/MLProject/dataset/Marwan_Muasher_0001.jpg,Unknown,Not Smiling,67
/home/abdullah/Desktop/zip/MLProject/dataset/Ali_Naimi_0007.jpg,Unknown,Not Smiling,87
/home/abdullah/Desktop/zip/MLProject/dataset/Kwon_Yang-sook_0001.jpg,Unknown,Not Smiling,75
/home/abdullah/Desktop/zip/MLProject/dataset/Cristiano_da_Matta_0001.jpg,Unknown,Not Smiling,49
/home/abdullah/Desktop/zip/MLProject/dataset/Franco_Cangele_0001.jpg,Unknown,Smiling,38
/home/abdullah/Desktop/zip/MLProject/dataset/Dave_Wannstedt_0001.jpg,Unknown,Not Smiling,70
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.22 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Ali_Naimi_0006.jpg,Unknown,Not Smiling,87
/home/abdullah/Desktop/zip/MLProject/dataset/Bulent_Ecevit_0004.jpg,Unknown,Not Smiling,81
/home/abdullah/Desktop/zip/MLProject/dataset/Bulent_Ecevit_0002.jpg,Unknown,Not Smiling,81
/home/abdullah/Desktop/zip/MLProject/dataset/Ilie_Nastase_0001.jpg,Unknown,Not Smiling,76
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.21 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.20 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.46 PM (2).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.50 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Juanes_0002.jpg,Unknown,Not Smiling,50
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.14 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.40 PM (1).jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.39 PM.jpeg,Me,Not Smiling,20.0
/home/abdullah/Desktop/zip/MLProject/dataset/Anja_Paerson_0001.jpg,Unknown,Smiling,41
