Path,Name,Expression,Age
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.19 PM (2).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Kwon_Yang-sook_0003.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Lily_Tomlin_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Narayan_Singh_Pun_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Liliana_Cavani_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Dale_Earnhardt_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Bulent_Ecevit_0003.jpg,Unknown,Smiling,
/home/schneider/Desktop/MLProject/dataset/Lily_Tomlin_0002.jpg,Unknown,Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.47 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Martin_Bandier_0001.jpg,Unknown,Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.20 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Ali_Naimi_0003.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.40 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Gary_Gero_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.38 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Brian_StPierre_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Elisabeth_Welch_0001.jpg,Unknown,Smiling,
/home/schneider/Desktop/MLProject/dataset/Clemente_de_la_Vega_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.49 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.22 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.16 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Francois_Pienaar_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.18 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.41 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.46 PM (2).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.38 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.39 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.21 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.19 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.23 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Ali_Naimi_0004.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Loretta_Lynn_Harper_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Lucie_Lapovsky_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.44 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Brandon_Larson_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.17 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Bulent_Ecevit_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.16 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.45 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Marwan_Muasher_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Priyanka_Chopra_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.24 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Hitomi_Soga_0004.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.23 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Brooke_Shields_0002.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.44 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Patrick_Kron_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Dave_Wannstedt_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.49 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.42 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Hitomi_Soga_0002.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.39 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.19 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.13 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.45 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Nikki_Teasley_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Ali_Naimi_0006.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.18 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Ali_Naimi_0007.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.23 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.48 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Mark_Broxmeyer_0001.jpg,Unknown,Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.22 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Eddie_Fenech_Adami_0001.jpg,Unknown,Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.21 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.46 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.42 PM.jpeg,Me,Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.50 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/John_Scarlett_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Cecilia_Chang_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Kwon_Yang-sook_0002.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Ali_Naimi_0002.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Bulent_Ecevit_0004.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Bulent_Ecevit_0006.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.36 PM.jpeg,Me,Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Douglas_Gansler_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Bulent_Ecevit_0002.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Juanes_0002.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Anja_Paerson_0001.jpg,Unknown,Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.24 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Ali_Naimi_0005.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.22 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.24 PM.jpeg,Me,Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Juanes_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Pablo_Khulental_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.19 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.46 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.22 PM.jpeg,Me,Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Billy_Edelin_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.24.21 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Ilie_Nastase_0001.jpg,Unknown,Not Smiling,
/home/schneider/Desktop/MLProject/dataset/Brooke_Shields_0001.jpg,Unknown,Smiling,
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.26.13 PM (1).jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.40 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/mydatset/WhatsApp Image 2023-02-21 at 9.23.50 PM.jpeg,Me,Not Smiling,20.0
/home/schneider/Desktop/MLProject/dataset/Hal_McCoy_0001.jpg,Unknown,Not Smiling,
